Arcsec,Contr_0nm,Sen_0nm,Contr_2nm,Sen_2nm,Contr_5nm,Sen_5nm,Contr_10nm,Sen_10nm
1.5435,4.600E-05,20.1984,4.407E-05,20.2449,4.671E-05,20.1818,4.720E-05,20.1703
1.6065,4.506E-05,20.2207,4.387E-05,20.2498,4.430E-05,20.2393,4.294E-05,20.2730
1.6695,4.431E-05,20.2391,4.399E-05,20.2468,4.152E-05,20.3097,4.189E-05,20.3000
1.7325,4.363E-05,20.2557,4.416E-05,20.2427,4.131E-05,20.3152,4.252E-05,20.2837
1.7955,4.353E-05,20.2583,4.297E-05,20.2722,4.253E-05,20.2835,4.339E-05,20.2617
1.8585,4.459E-05,20.2322,4.139E-05,20.3131,4.331E-05,20.2639,4.321E-05,20.2662
1.9215,4.524E-05,20.2163,4.079E-05,20.3289,4.382E-05,20.2511,4.173E-05,20.3041
1.9845,4.395E-05,20.2479,4.117E-05,20.3187,4.428E-05,20.2396,4.143E-05,20.3118
2.0475,4.204E-05,20.2961,4.214E-05,20.2936,4.340E-05,20.2615,4.304E-05,20.2706
2.1105,4.127E-05,20.3161,4.212E-05,20.2941,4.244E-05,20.2858,4.453E-05,20.2335
2.1735,4.147E-05,20.3108,4.087E-05,20.3266,4.284E-05,20.2757,4.358E-05,20.2571
2.2365,4.114E-05,20.3195,4.014E-05,20.3464,4.261E-05,20.2814,4.114E-05,20.3196
2.2995,4.031E-05,20.3417,3.999E-05,20.3503,4.120E-05,20.3179,3.970E-05,20.3584
2.3625,3.970E-05,20.3583,3.987E-05,20.3536,3.932E-05,20.3688,3.989E-05,20.3530
2.4255,3.927E-05,20.3702,3.939E-05,20.3669,3.818E-05,20.4006,4.007E-05,20.3482
2.4885,3.879E-05,20.3835,3.831E-05,20.3969,3.823E-05,20.3993,3.956E-05,20.3622
2.5515,3.840E-05,20.3943,3.729E-05,20.4262,3.775E-05,20.4129,3.910E-05,20.3748
2.6145,3.925E-05,20.3708,3.718E-05,20.4294,3.664E-05,20.4453,3.890E-05,20.3803
2.6775,4.076E-05,20.3296,3.748E-05,20.4207,3.590E-05,20.4675,3.818E-05,20.4005
2.7405,4.137E-05,20.3135,3.783E-05,20.4107,3.663E-05,20.4457,3.738E-05,20.4236
2.8035,4.058E-05,20.3345,3.780E-05,20.4115,3.808E-05,20.4036,3.788E-05,20.4093
2.8665,3.940E-05,20.3666,3.826E-05,20.3985,3.934E-05,20.3681,3.892E-05,20.3799
2.9295,3.906E-05,20.3759,3.933E-05,20.3684,3.923E-05,20.3712,3.918E-05,20.3727
2.9925,3.903E-05,20.3767,3.990E-05,20.3529,3.845E-05,20.3930,3.904E-05,20.3764
3.0555,3.854E-05,20.3905,3.948E-05,20.3642,3.853E-05,20.3906,3.893E-05,20.3795
3.1185,3.800E-05,20.4057,3.854E-05,20.3904,3.868E-05,20.3866,3.879E-05,20.3836
3.1815,3.810E-05,20.4030,3.811E-05,20.4026,3.862E-05,20.3882,3.874E-05,20.3850
3.2445,3.948E-05,20.3644,3.825E-05,20.3987,3.872E-05,20.3854,3.871E-05,20.3856
3.3075,4.056E-05,20.3349,3.835E-05,20.3960,3.814E-05,20.4017,3.876E-05,20.3843
3.3705,4.065E-05,20.3327,3.864E-05,20.3875,3.785E-05,20.4102,3.852E-05,20.3911
3.4335,4.020E-05,20.3447,3.901E-05,20.3774,3.822E-05,20.3996,3.820E-05,20.4002
3.4965,3.966E-05,20.3594,3.878E-05,20.3837,3.878E-05,20.3837,3.875E-05,20.3847
3.5595,3.920E-05,20.3719,3.860E-05,20.3887,3.916E-05,20.3732,4.030E-05,20.3421
